response_id,grna_target,n_nonzero_trt,n_nonzero_cntrl,pass_qc,p_value,log_2_fold_change,stage,z_orig,xi,omega,alpha,significant
X20,Eng,730,86377,True,1e-250,-1.0819075690320847,2,-3.752303077967409,-0.2426805996128971,0.2831138129890386,0.7375009927333607,True
X22,Tgfbr1,1826,85014,True,1e-250,1.8592838055669807,2,13.126778616819792,-0.09929714661803007,0.2744351324281851,0.5775698991028914,True
X27,Eng,1372,72550,True,1e-250,1.7272306607474013,2,10.233729945523116,-0.11329550315019327,0.2942414261748388,0.8975405646779958,True
X72,Hspa5,1178,118142,True,1e-250,3.199028352852072,2,18.63729036139757,-0.1701876814208621,0.4092081872185089,1.9921782627795073,True
X16,Eng,1667,120853,True,1.227033090689072e-185,1.0155014426246227,2,6.489161217946088,0.05780504174641973,0.22114864003192275,0.6276814580674034,True
X22,Tgfbr2,715,86125,True,3.808133213949236e-111,1.6488407208922933,2,6.704158701786281,-0.16404781062003332,0.3061744796620291,1.0610628115085468,True
X29,Eng,1447,95586,True,6.727526716102025e-103,1.0502730851600326,2,5.11555625531286,0.034506456810631775,0.23555008277710973,0.7820547899518392,True
X9,Tgfbr1,985,135264,True,1.909246138397912e-96,-1.0414466192997756,2,-4.106562187529532,-0.03097613843769849,0.2111269967418961,0.7700523851730471,True
X47,Eng,1206,70171,True,5.853048340075176e-96,1.3276090488722438,2,5.5078172339597105,0.16025338653720805,0.25686272779813796,0.8437840371425367,True
X28,Tgfbr1,1713,120833,True,1.965597849684686e-77,0.7177635583600708,2,3.4009959990375878,-0.16728426770125038,0.19119135903858148,0.7489747250687522,True
X15,Eng,925,121153,True,6.499925901306283e-73,-0.9193117410816969,2,-3.540431863291466,-0.12599495906973676,0.21012699497501824,0.6716376473078665,True
X12,Tgfbr1,2254,162261,True,5.9366570068350834e-55,0.30743937660504983,2,1.7578312362420012,-0.07890729648219891,0.13370910246153916,-0.5169284403137339,True
X15,Gata2,1283,120795,True,3.9804357254791e-53,0.487256968363595,2,2.732332343406395,0.049734047776633546,0.20382569758981822,-0.6090276865601086,True
X11,Tgfbr1,995,103807,True,5.679625008945916e-50,-0.8617738635756993,2,-3.3147735891459145,0.1899676339049432,0.2782469518474439,0.8454977971518612,True
X15,Tgfbr1,1503,120575,True,3.9351505255798364e-49,-0.5818770488971152,2,-2.751988285765035,-0.004711485601653569,0.1973711167052342,0.3189659654723281,True
X13,Tgfbr1,1918,126314,True,8.702876872623248e-49,0.4542872066509469,2,2.7251795869766826,0.10405477219416606,0.20249184203740225,-0.5092336968437613,True
X9,Tgfbr2,404,135845,True,3.525376652611606e-48,-0.9863196251049091,2,-2.545406547204135,-0.015622249960223752,0.20228938789566855,0.5743837750725728,True
X5,Notch1,678,131006,True,3.426612651044279e-45,-0.7474479344619906,2,-2.645568468953848,0.007375146622053921,0.22575920470130748,0.6396002086235204,True
X50,Tgfbr1,1178,64116,True,7.433066149298046e-43,0.95876879897473,2,3.2842105950396046,-0.17606509890782815,0.25124025183232807,0.9472145996333124,True
X6,Eng,1554,128860,True,9.140982104262632e-43,0.49000923492113646,2,2.6915932035663532,-0.2115292463481182,0.2110160357562861,0.5835063455432782,True
X26,Eng,943,98043,True,8.138326581235882e-36,0.6597867374525874,2,2.1830679783653224,-0.13601872214078872,0.18481505890512248,0.550017046173124,True
X41,Eng,604,55152,True,2.3879513409044645e-35,-1.4839600741157053,2,-3.44884792572885,-0.4258524391070626,0.28414952579850417,0.5670667288850563,True
X36,Gja1,1282,109546,True,5.044613314308551e-35,0.5001767837952249,2,2.1136692202417566,-0.25611480206016496,0.19106789187445652,0.6250082617588375,True
X32,Eng,1339,96785,True,3.169729153748895e-34,0.583730563783778,2,2.25510585008988,-0.13674329434677407,0.19517771181490745,0.4931383740966464,True
X52,Tgfbr1,1589,106792,True,1.9776514784999716e-33,0.8168835835734871,2,2.165685545312903,-0.11386626446969546,0.1883086266347608,1.161152677917161,True
X18,Arnt,959,138864,True,8.425971424684989e-33,-0.5994662415482583,2,-1.948972718668652,-0.11117981837189056,0.17909494206907275,0.5575533930361275,True
X30,Eng,1031,82282,True,9.548399552407343e-33,-0.7295565585774062,2,-2.6248265608316705,-0.44084273669662816,0.23588513707336453,0.7747949175348681,True
X38,Eng,608,67817,True,1.5126449385477327e-32,-1.1517485930195281,2,-3.1067922098797216,-0.342484917968379,0.2914212749415192,0.7182654102610055,True
X27,Smad4,719,73203,True,4.03680574933918e-29,0.8589341356047449,2,3.107004632371603,-0.11791881144157854,0.28635132791465373,0.8039639091838077,True
X2,Tgfbr1,2036,160266,True,5.583103058764748e-29,-0.25795431076159225,2,-1.651221129619719,0.11494264878246184,0.17906265777552516,0.4929146430992841,True
X44,Ncl,1122,101633,True,4.240780605009979e-28,0.5438254796077064,2,1.956720900694241,-0.07746847441463495,0.18403977933085397,0.771942536696338,True
X49,Tgfbr1,1342,89232,True,1.773200803316733e-27,0.8600020223925968,2,2.891988185555936,-0.29545721525347146,0.29178783292980204,1.0699179308459925,True
X26,Smad4,699,98287,True,1.8076868578309764e-27,0.660397494633048,2,1.883657787675878,-0.11493170632263151,0.1829858745954682,0.4418594122531474,True
X5,Eng,1389,130295,True,6.075806692012233e-27,-0.3973146665820799,2,-1.995005413234033,-0.07144547606602408,0.23700454522879708,0.825157376753792,True
X17,Eng,1279,111549,True,6.248941466860515e-27,0.4914535845148098,2,2.2674061435663706,-0.09664863070385604,0.21871404295179392,0.49783415980444934,True
X13,Eng,1567,126665,True,7.196763282934843e-27,0.41289219200594207,2,2.1545186432266896,-0.049627828901952706,0.20416475450364882,0.5662226882478965,True
X12,Smad4,1374,163141,True,1.4501570074844862e-26,0.2832820818473323,2,1.2136529991906075,-0.16417242146299021,0.1283922342425312,0.5379438110230926,True
X35,Tgfbr1,1707,108101,True,2.0876787448689193e-26,0.4100644682217096,2,1.729213729753219,-0.266365666374757,0.18654359030282816,0.9017097961649211,True
X66,Tgfbr1,932,63909,True,3.4975346400752025e-26,1.0781770287538759,2,2.352812456931772,-0.20486612757124695,0.2401637648101303,1.2729967713709576,True
X8,Eng,1698,141789,True,8.665295969656119e-26,0.307234923517262,2,1.7967561378294776,-0.0031260190100973716,0.17037143022221787,0.24137006597112146,True
X17,Itgb1,969,111859,True,4.283000571462328e-25,0.570032519842556,2,2.3072484261441963,-0.15809733419280847,0.23673495848197634,0.8757625340614373,True
X6,Smad4,1122,129292,True,4.869232322839284e-25,0.4621649359089792,2,2.1687354052690124,-0.25918441212158805,0.2334149086442377,1.0177836987155109,True
X19,Eng,1777,150795,True,5.096653141374408e-25,0.2405082706162851,2,1.157582449234838,-0.0021615464511541005,0.13101707367865056,-0.5580783042470654,True
X21,Itgb1,796,94544,True,1.2007141130912976e-24,0.7749988286544252,2,2.8172803010185743,0.014376953835150558,0.27172048353865336,0.8823912212162353,True
X51,Eng,640,55904,True,2.5866232378304057e-24,-1.1270294947519197,2,-2.58002569308464,-0.2968878630645201,0.2831338015372708,0.7237052134022475,True
X69,Tgfbr1,1057,75329,True,3.4667169981145663e-23,1.1929800682856166,2,2.666675208250177,-0.19618938461713054,0.2866521440204946,1.3563707570865604,True
X16,Smad4,1139,121381,True,3.624171041138705e-23,0.5319115338567961,2,2.442428153840684,-0.003676350909362358,0.24503097660602766,1.0061784375021183,True
X14,Tgfbr1,2050,149417,True,4.665512887580527e-22,0.31075477246418703,2,1.6548004877461306,-0.025980758849460404,0.1728107044005078,0.7368805598890131,True
X11,Tgfbr2,445,104357,True,8.010191071713167e-22,-0.7749568188975982,2,-1.9742490665548107,0.13898238355970424,0.28549326234266176,0.7751447471054549,True
X12,Itgb1,1408,163107,True,2.136873671487202e-21,0.24541553448843967,2,1.0420360550380414,-0.18324735988679447,0.12803299309669292,0.5058033303499027,True
X12,Vezf1,1713,162802,True,2.374391786236755e-21,0.20287518060196152,2,0.9647650600114909,-0.07857597365239974,0.13341204257973577,-0.6367174069923252,True
X50,Tgfbr2,458,64836,True,3.4110181509261394e-21,1.0227245417920505,2,2.2827663510065586,-0.1910952403411984,0.2598160435919275,1.2330485804536675,True
X15,Smad4,960,121118,True,1.2085494716952554e-20,-0.4418933086154482,2,-1.7044817682384998,-0.09296230829073625,0.20849103596606341,0.6214262006679082,True
X8,Tgfbr1,2079,141408,True,6.202544051733466e-20,0.26745900335044315,2,1.7363503192229535,-0.04686314172803369,0.19350369517348937,0.7337081197725701,True
X30,Tgfbr1,1658,81655,True,8.665050506608051e-20,0.29261485330603243,2,1.5915656832789147,-0.22826682145763855,0.20635292938254127,-0.19939938830898854,True
X6,Fzd4,585,129829,True,1.9719120401394136e-19,-0.6217949637471722,2,-1.819440481189304,-0.244043898483853,0.21205654234052615,0.6332568425589099,True
X18,Egln2,1146,138677,True,2.2783457304270203e-19,0.3578692046902914,2,1.478876863001399,-0.08642734685025753,0.17248967416679126,0.5662151513904441,True
X55,Notch1,446,52460,True,3.5090679650872725e-19,1.1553501323879019,2,2.842438171221383,0.017584301943663422,0.3129125216720925,1.0370493317018294,True
X63,Eng,378,49217,True,5.097120021776259e-19,-1.3592357051386479,2,-1.8209393586335765,-0.34118829260347544,0.2553029322166408,1.1024687318344581,True
X6,Itgb1,1106,129308,True,6.365623828956857e-19,0.36779068530868386,2,1.6681796784695155,-0.25039943939040926,0.21407471351197016,0.705699563128976,True
X13,Tgfbr2,804,127428,True,4.919760270159452e-18,0.4317172607473978,2,1.6537733996602066,0.08515682697705504,0.19502316343707468,-0.339435027461702,True
X18,Egln1,1181,138642,True,1.4942405075285302e-17,0.3282113638066626,2,1.3882122574576792,-0.09156099977495075,0.1719180208251531,0.477188273822999,True
X30,Tgfbr2,752,82561,True,7.388274274509671e-17,0.39238508937302274,2,1.529281663033683,-0.35291216995222746,0.22347951412355815,0.6387994282824239,True
X25,Tgfbr1,1776,125735,True,1.0089983717290467e-16,-0.31105464860326393,2,-1.3575636835122653,0.012373784141133028,0.16336704853148065,-0.5656100642505013,True
X46,Tgfbr1,1363,122075,True,1.9951825294428612e-16,-0.3310867617611999,2,-0.8877695092244328,0.0021091888147866944,0.13876641524617533,0.7386492490949954,True
X6,Ccm2,1117,129297,True,2.6367093212569115e-16,0.32930543402216195,2,1.4888256595313867,-0.19122315526973754,0.20310323368676633,0.4524443937966252,True
X47,Tgfbr1,770,70607,True,6.570762830205893e-16,-0.5914857663249729,2,-1.3785341575784125,0.1364014766062888,0.2659314608146593,0.9347408189811107,True
X45,Tgfbr1,1186,60989,True,9.461925329364076e-16,0.6690039972309032,2,1.9951553465008376,-0.34061022331219415,0.28771916255337115,1.065333657269523,True
X68,Eng,498,38022,True,1.0884932546311845e-15,-1.0885453835569807,2,-1.901454571756176,-0.3595059185999272,0.29085912794954355,1.0585212564285982,True
X83,Tgfbr1,999,71005,True,7.620640559526626e-15,1.1695960767310627,2,1.756507180929791,-0.16124147114151316,0.2439568633425011,1.6225575998790314,True
X18,Epas1,1588,138235,True,1.40415161795545e-14,-0.26620702169767796,2,-1.181333017296235,-0.16095999537117692,0.18525793631017604,0.9006724755422125,True
X3,Notch1,1031,141363,True,2.982085383253834e-14,-0.3227368225584293,2,-1.5931799159679496,-0.10965051664438781,0.19297705283663408,-0.3257900813180505,True
X26,Tek,288,98698,True,1.0334002891246399e-13,-0.870785731250507,2,-1.2118370510744423,-0.17660514536259087,0.19845689513637435,0.935389239892151,True
X9,Notch1,964,135285,True,1.0411323112202026e-13,0.3474661603095406,2,1.5321531303644251,-0.0213010081263771,0.2063936911577262,0.7427680474604249,True
X25,Itgb1,1275,126236,True,1.153354022728733e-13,0.2542313294351288,2,1.069056773867508,-0.13636716465944063,0.160439584017471,0.48538357245084024,True
X6,Gata2,1092,129322,True,1.2127686246515312e-13,0.28636203532709903,2,1.2791338039385358,-0.23988532329051349,0.20235650222739424,0.44343523805206964,True
X30,Tek,937,82376,True,1.287108954503208e-13,0.25764332754531427,2,1.1453970811935172,-0.5328188847130795,0.22379494314603324,0.6900003141366053,True
X18,Eng,1487,138336,True,1.503396242662107e-13,-0.3172538447660642,2,-1.2669204565672265,0.03441862000760642,0.17401053599173716,-0.5377455370473578,True
X17,Smad4,949,111879,True,1.5819523974638387e-13,0.40251228485031376,2,1.5552037669147225,-0.12719627868580774,0.2251662546156719,0.6688927760975776,True
X34,Eng,1012,86807,True,1.8857678034748814e-13,-0.5368723581052626,2,-1.807525014992665,-0.31123630221286774,0.24408087598201053,0.5907383262237353,True
X26,Foxo1,834,98152,True,3.0875665889624865e-13,0.4289414964032643,2,1.2432561913665086,-0.16660134863039064,0.1909514383462638,0.6535359340285141,True
X15,Tgfbr2,706,121372,True,3.2995661079366776e-13,-0.39411921702979225,2,-1.3031960580683222,-0.08276315323678386,0.20951378799536818,0.674711085319297,True
X12,Cxcl12,1793,162722,True,3.3623569774134833e-13,0.15254823809887874,2,0.7219006424462493,-0.0967339386573133,0.12823380889942496,-0.4751923588668991,True
X50,Eng,812,64482,True,3.486884988376343e-13,0.6285798375016824,2,1.6766183824999723,-0.17526889539066576,0.25137170192741193,1.0188968330422288,True
X67,Tgfbr1,909,62459,True,4.865527682095017e-13,1.1971316179567362,2,2.7077443009885305,-0.3252197152522565,0.4141942390808425,1.4120958960900305,True
X12,Tgfbr2,952,163563,True,6.965025389409696e-13,0.22134215599909624,2,0.7841775882115942,-0.14068067582983151,0.12714152979595347,0.45908473139601336,True
X8,Notch1,1027,142460,True,7.436089348250781e-13,0.2965215851005851,2,1.3768815296161983,-0.04044555538639093,0.19507773267505765,0.7511453340968104,True
X15,Fzd4,806,121272,True,7.575623799466806e-13,-0.39272482746663506,2,-1.4076031565033238,-0.16714308690427054,0.20631580133431432,0.5740806660161174,True
X62,Tgfbr1,1042,71198,True,1.2596719539719678e-12,0.9526485445179764,2,1.8634019382599791,-0.2614677069449506,0.29537256615135316,1.3839445856140438,True
X34,Notch1,572,87247,True,1.2967940047105178e-12,-0.6390121097161972,2,-1.6448500615448798,-0.2713764081338485,0.2504312457915595,0.7405264475989729,True
X44,Tgfbr1,1557,101198,True,1.3237938020598745e-12,-0.30163367885582115,2,-1.0391707929151128,-0.03340008836594917,0.1812009888273948,0.7158193572890686,True
X32,Ccm2,921,97203,True,2.0255910577332803e-12,0.4172287599057798,2,1.3237483364010227,-0.1893808904990379,0.21225709960575012,0.8910059647079591,True
X13,Tek,965,127267,True,2.5478044998431946e-12,0.34930459567801275,2,1.384337326281188,-0.005407698466936173,0.1958430229114895,0.34423245295556,True
X55,Cxcr4,407,52499,True,2.681556668983322e-12,0.8874859506592134,2,2.142999063856202,0.0034689146802397985,0.3017657980968921,0.9295748384760076,True
X50,Itgb1,598,64696,True,2.8736531619746593e-12,0.6871157599592541,2,1.5938149448186114,-0.173502418865622,0.24960508074897308,1.1095831631083604,True
X20,Tgfbr1,1086,86021,True,3.5082758341285052e-12,-0.3487894818972128,2,-1.7032883747646854,-0.16077930674592755,0.2729073864844678,0.6374525825525298,True
X17,Notch1,773,112055,True,4.664679113804463e-12,0.4134459100407408,2,1.5042560723119296,-0.14380805760646603,0.235000749690729,0.7440614029348025,True
X55,Itgb1,491,52415,True,4.776996308960857e-12,0.9508059462822906,2,2.2800187249433925,0.011630628435070706,0.3236075604246369,1.223509474069585,True
X16,Itgb1,871,121649,True,7.348797809239042e-12,-0.3393750845640069,2,-1.1681560407859732,0.10965501167101771,0.21661343337348649,0.5111404550357616,True
X39,Notch1,755,107409,True,7.888730968471945e-12,0.387906754169439,2,1.029688566774854,-0.07907699046913548,0.15979070405345133,0.4047283142875811,True
X55,Tgfbr1,465,52441,True,9.906195055740937e-12,-0.7950907684638864,2,-1.411050498289273,0.027309513891223464,0.2943100516761954,0.8793928519200788,True
X32,Fzd4,831,97293,True,1.8828786709360985e-11,0.46787066748412,2,1.3781801844054735,-0.1880873552232914,0.22982032468217764,1.1723924491874966,True
X44,Ccnd1,777,101978,True,4.645454058464554e-11,0.388078521225081,2,1.114793974760818,-0.06643809466946192,0.17672151035569117,0.5995161177621827,True
X12,Myef2,1381,163134,True,4.906639320498247e-11,0.17744288558114363,2,0.7484783273878145,-0.193129036198586,0.14104086671755123,0.8345798929091665,True
X20,Smad4,698,86409,True,5.3165403015546806e-11,-0.44187048586247535,2,-1.6251332839822996,-0.17686497676237944,0.2758236428654544,0.6618867702469876,True
X2,Tgfbr2,900,161402,True,6.515296876099317e-11,-0.21951187041227893,2,-0.9306068600885332,0.09964438831241627,0.17857544922497715,0.4467074057765583,True
X21,Tgfbr2,394,94946,True,7.257229001332046e-11,-0.7168662624725606,2,-1.3164326002714528,-0.036870225296132014,0.2837325572820528,0.9428873282779862,True
X26,Mecom,719,98267,True,8.963481565063647e-11,0.400357918421836,2,1.072913306756546,-0.12478378664751008,0.18182505434839077,0.468193265662582,True
X57,Eng,392,37994,True,1.0077769455936079e-10,-1.3067009778068384,2,-2.043405737379817,-0.5964638173711716,0.33893427709974683,1.0317940763972748,True
X39,Gja1,1123,107041,True,1.0766292387991698e-10,0.33418840679090955,2,1.0169935051060082,-0.11347376271211244,0.17232905475827023,0.7150558006019654,True
X30,Smad4,839,82474,True,1.3670738156427417e-10,-0.42769943687656653,2,-1.4700126185059825,-0.37810451529351413,0.24286409373479168,0.918282739621692,True
X5,Tgfbr1,1758,129926,True,2.816788038331672e-10,-0.19535198718751,2,-1.1615413259067386,0.04168279268994861,0.21275464870976135,0.40667395053627137,True
X49,Tgfbr2,564,90010,True,2.910343208013124e-10,0.8031639682050686,2,1.6916998836463215,-0.3209051927188742,0.31397882400393584,1.5973632895564958,True
X49,Eng,1043,89531,True,3.056353189167236e-10,0.595779737198117,2,1.6067932619682177,-0.29880503463420643,0.2976318241617119,1.2126000874332772,True
X8,Fzd4,877,142610,True,3.331022793399184e-10,-0.2895374239808133,2,-1.0737250007528634,-0.09794381406919161,0.18066792587448138,0.5048216255576747,True
X28,Epha4,1149,121397,True,3.9100682864587506e-10,0.29721294644086527,2,1.0008062101597217,-0.1755350742091571,0.1848189061046617,0.7300985356970845,True
X38,Notch1,453,67972,True,4.1636079760241146e-10,-0.7075001444119433,2,-1.7279314806522597,-0.27477114146046044,0.2811081871340989,0.5868500123239041,True
X27,Notch1,512,73410,True,4.425622243970521e-10,0.5825299060786273,2,1.7621267630224986,-0.1452200012562548,0.3005686525777593,0.9792516460606536,True
X6,Foxo1,1372,129042,True,4.6180934938291683e-10,0.2225362291267059,2,1.0939428798662418,-0.2580652414018592,0.21327621496992008,0.6439733209761215,True
X26,Itgb1,606,98380,True,4.895325712072092e-10,0.39067422757130554,2,0.9751417141191699,-0.1164107033522839,0.1724890065301984,0.34442620103901106,True
X7,Eng,1702,152075,True,5.102251923326341e-10,0.16845542168195848,2,0.9130369256643409,-0.07664889704633067,0.15653872871457733,0.35989066037274625,True
X70,Tgfbr1,265,38151,True,6.054705893013441e-10,-1.7600307118124707,2,-2.150346544222642,-0.5035058949968756,0.4583886503745756,1.2731760649133361,True
X15,Itgb1,1034,121044,True,6.143854270289621e-10,-0.2741878308596144,2,-1.1543025687852952,-0.09467433004075293,0.20448029919619634,0.5596570511560464,True
X28,Tgfbr2,676,121870,True,9.540780742488231e-10,0.40523810920898473,2,1.086489800294404,-0.176384470745641,0.20282323253467827,1.1208803005478967,True
X13,Smad4,1132,127100,True,2.223284291679504e-09,0.28315195048456676,2,1.2149792277922413,-0.06681250871216919,0.21038880865898035,0.6428786406253656,True
X6,Tek,719,129695,True,2.733077808918599e-09,-0.39949210270044855,2,-1.2186686544415426,-0.20597992990764913,0.20384587600721324,0.5601784243097621,True
X69,Tgfbr2,444,75942,True,2.770614142349547e-09,1.1882321511131408,2,1.6846728543424687,-0.22128226019030897,0.3146606016368802,1.9982682089519663,True
X51,Notch1,599,55945,True,2.8759721277373493e-09,0.4760981876387804,2,1.4710392227408502,-0.25980815035975874,0.28603521957837247,0.7707904695963818,True
X41,Ccm2,807,54949,True,3.434558269491067e-09,0.3469714797175065,2,1.3500020746473944,-0.4237242104137724,0.29451603740670595,0.672213151691243,True
X21,Tgfbr1,892,94448,True,3.6753032219780587e-09,-0.36379284685731683,2,-1.207250695576721,0.03116622897788937,0.27128983138937607,0.7136500650061527,True
X26,Tgfbr1,1058,97928,True,4.199424371169675e-09,0.2912809624868462,2,0.9631104898985232,-0.08736119647163962,0.17573862806815216,0.23645013899511383,True
X12,Bsg,1768,162747,True,4.206961457526167e-09,0.12120086679659625,2,0.5662030500688653,-0.08015279733487829,0.126707581495545,-0.4743712496570967,True
X11,Nrp1,561,104241,True,4.408268277838071e-09,-0.35635325042162336,2,-1.0615727391282659,0.16528608466554037,0.2826801162062122,0.800504747209932,True
X11,Kdr,525,104277,True,4.421493412074063e-09,-0.3900916944459141,2,-1.1342788033153086,0.19684475865282702,0.26714392311352886,0.5232033407109864,True
X67,Tgfbr2,383,62985,True,4.708131514381854e-09,1.4511276766045844,2,2.2020261249224466,-0.3336191746325101,0.4246405175719095,1.7430452478056992,True
X10,Gata2,1422,151282,True,4.759972254071713e-09,0.15492206135338193,2,0.7883015401790339,-0.04391247343312239,0.13952086204700093,0.3116021386107968,True
X44,Sp4,802,101953,True,5.349944977733719e-09,0.3622047783857685,2,1.056371516518342,-0.08600505418101381,0.1919833406846092,0.8242676329077558,True
X18,Gata2,1140,138683,True,7.0771980337567855e-09,-0.260280723468278,2,-0.9441559948811309,-0.11687568650613725,0.1725817725121526,0.5750910772583117,True
X6,Nfatc1,1961,128453,True,7.372201818306459e-09,0.16882180471611097,2,1.002072494004836,-0.23849940824353028,0.21035033816349705,0.5673120189769549,True
X83,Tgfbr2,428,71576,True,7.824855119896576e-09,1.2322900539961879,2,1.2743680347574842,-0.16591054954485368,0.24461860136766056,2.040759009466609,True
X28,Tek,718,121828,True,8.94697834910715e-09,-0.43266325907248415,2,-0.8914380508286747,-0.17444085564302772,0.18632249188828146,0.9858800192353184,True
X35,Tgfbr2,697,109111,True,9.194058455175585e-09,0.31535182054009603,2,0.8342023286085591,-0.2341127578514297,0.18227090119077788,0.8658079301230348,True
X12,Nfia,2516,161999,True,1.0323158784577224e-08,0.09352120218083737,2,0.5180608253653314,-0.20483187640737943,0.1239519335029965,0.26342242846256136,True
X62,Tgfbr2,432,71808,True,1.0574432482846411e-08,1.1044920050998401,2,1.5417355809879503,-0.2638254880106104,0.3092841828293019,1.7608464359763736,True
X22,Tek,347,86493,True,1.082183752091709e-08,-0.7076119160568934,2,-1.2382231069723633,-0.11254945288712961,0.27716593043983,0.8727706412036256,True
X74,Tgfbr1,1586,110051,True,1.177209660391851e-08,0.23485436141811533,2,0.4799193500687931,-0.10055758569755999,0.09974009129421553,0.5617286358681556,True
X6,Nrp1,756,129658,True,1.4123821650156696e-08,0.2737797344033561,2,1.0249166390657347,-0.2197466428102955,0.21498861356175186,0.6611871153344452,True
X31,Tgfbr1,1472,117554,True,1.483069701237782e-08,-0.18203612847971495,2,-0.6056880958201016,0.11409084742889038,0.15985016021968396,0.6545695459680075,True
X6,Kdr,724,129690,True,1.7714878474467902e-08,0.28519374766494376,2,1.0532040203290234,-0.23359541365617542,0.2237417057720476,0.8568554226671016,True
X44,Prdm16,1293,101462,True,1.7838267129996432e-08,0.2721512588565753,2,0.9671545673137203,-0.055198915959293424,0.1777982055283136,0.621726246238702,True
X26,Epha4,721,98265,True,1.8054811741630763e-08,0.3553954415449274,2,0.9910673098078574,-0.16979772014219768,0.20195776560344328,0.8998106149817666,True
X64,Eng,422,47519,True,1.8833329780030758e-08,-1.4561011291643382,2,-1.8030009414833406,-0.5198883518543006,0.3887198973495599,1.230825657071758,True
X48,Notch1,417,55107,True,1.9032140248195817e-08,0.8067916955969014,2,1.9182445680036897,-0.028002482051662697,0.33911846710789,0.9783596290420389,True
X6,Cxcl12,1356,129058,True,2.1663184100611625e-08,0.20138550245507147,2,0.9932254459808043,-0.24678454767029598,0.21689298805573962,0.6436760343242536,True
X12,Ptprm,1141,163374,True,2.2114225818554413e-08,0.15137433929240895,2,0.57133109937316,-0.16861020611286928,0.12950893466517643,0.5134256185303371,True
X41,Smad4,514,55242,True,2.495709271760501e-08,-0.617536643203624,2,-1.6152422852890789,-0.42020469534310245,0.3081735521033829,0.9073832594568271,True
X45,Ccm2,560,61615,True,2.888450568789521e-08,0.5482199557136882,2,1.171446582564159,-0.34934842403209954,0.2683095681056445,1.0786299611355206,True
X7,Fzd4,1054,152723,True,3.04323482235584e-08,0.19524761677917102,2,0.8290780304457314,-0.07381766561861537,0.1595976358663504,0.39807078707954047,True
X12,Pbx1,1420,163095,True,3.0503701248433937e-08,0.13036760751351473,2,0.5462500419812928,-0.18468949413320518,0.12917146979287014,0.6166690785039657,True
X6,Smad1,782,129632,True,3.3770736323798316e-08,0.2512455399861322,2,0.9361101267672024,-0.18028668273654608,0.19811940930750013,0.3112789877085491,True
X23,Nfatc1,2245,138807,True,3.999801897253782e-08,0.13163694523904734,2,0.589246818884496,-0.16388024118107375,0.13422339495539534,0.43737733708081683,True
X12,Arnt,1418,163097,True,4.575389183458818e-08,0.13310670366281574,2,0.5561038285208707,-0.17980002273599938,0.13167932911089145,0.5671477083563796,True
X32,Smad4,885,97239,True,5.1909530239352647e-08,0.32689507007227636,2,0.9914653469487977,-0.16361121451113986,0.2074960498737514,0.7676854243159216,True
X12,Ccm2,1380,163135,True,5.237301273567824e-08,0.12375737083555194,2,0.5097176083028204,-0.06587492614029403,0.13356073393297563,-0.6567140088240558,True
X29,Bsg,1112,95921,True,5.463622425203738e-08,0.36876620772243385,2,1.3831884187357493,0.029034893314319438,0.24364878201462323,0.866695601319503,True
X26,Lpl,663,98323,True,5.691566688745301e-08,0.34983184084440744,2,0.908036961948028,-0.13825709948365542,0.18850097432206334,0.5911602791986212,True
X28,Smad4,997,121549,True,5.7390826250860896e-08,0.2869457830646702,2,0.882543336396172,-0.1746824801007063,0.19051806820161274,0.8556619811814491,True
X36,Tgfbr1,1513,109315,True,5.741053893748715e-08,-0.2831859092141418,2,-1.0632690558547622,-0.22583996443331728,0.19370278019594026,0.6440120193917962,True
X12,Cxcr4,1347,163168,True,5.8267484735889926e-08,0.13128567284410675,2,0.5338817729214799,-0.1065760496597549,0.12215697984995531,-0.16588999132393026,True
X21,Plxnd1,595,94745,True,6.483606631065657e-08,0.4912416879366699,2,1.4847014591901961,0.03335022897990232,0.2625545600174496,0.6164796130916149,True
X5,Ccm2,1140,130544,True,6.72602370741635e-08,-0.20226663794229616,2,-0.9528624593662717,-0.02412135045063922,0.22927136667518025,0.75921877237696,True
X17,Cxcr4,884,111944,True,7.570810080877138e-08,0.3113198020411172,2,1.1661743060491734,-0.15425099957520558,0.2400519482754787,0.8628610650565421,True
X20,Egln2,700,86407,True,7.84822742188598e-08,-0.36111642481786976,2,-1.317237393764131,-0.23494123255040072,0.29404390663050023,0.9286145425349147,True
X52,Tgfbr2,661,107720,True,9.916541568724917e-08,0.6055208059924553,2,0.9458292501165844,-0.11149772097795883,0.1939053128296237,1.3431867306699872,True
X21,Notch1,595,94745,True,1.0731165267016442e-07,0.5024262611353674,2,1.5617644559686727,2.4556940666276006e-05,0.28715055195897815,0.8761809522845121,True
X12,Piezo2,2021,162494,True,1.0927321103224376e-07,0.10378209820212181,2,0.5155028494520881,-0.2195115883586335,0.13522440653205287,0.724835588311982,True
X11,Ccm2,792,104010,True,1.1737157918156687e-07,-0.23943476017567633,2,-0.8718570642114807,0.21415232646522728,0.2785000295789756,0.7923565204848516,True
X35,Nrp1,752,109056,True,1.29252711665657e-07,0.23637447068253525,2,0.6309642657400855,-0.24127762112365908,0.16136527100713088,0.5788835803326912,True
X74,Eng,1043,110594,True,1.3819859387591347e-07,-0.3588312230475754,2,-0.5361645931527788,-0.1074308066544218,0.10456418703034052,0.6847510212892122,True
