program_id,target_gene,log2_fc,significant,source_program
15,HNRNPU,-0.34,True,cGEP15
15,DCTN2,0.24,True,cGEP15
15,CTR9,1.71,True,cGEP15
15,SF3A2,0.71,True,cGEP15
15,NELFE,0.18,True,cGEP15
15,NOL11,0.34,True,cGEP15
15,POLR3D,0.31,True,cGEP15
15,DCUN1D5,0.28,True,cGEP15
15,SP3,-0.19,True,cGEP15
15,ZFYVE19,-0.22,True,cGEP15
15,TGOLN2,0.31,True,cGEP15
15,PPP1R10,2.35,True,cGEP15
15,SNRPD3,0.5,True,cGEP15
15,SRSF3,1.43,True,cGEP15
15,USP39,0.98,True,cGEP15
15,SART3,0.23,True,cGEP15
15,MDM2,0.38,True,cGEP15
15,UBA52,0.49,True,cGEP15
15,ZC3H18,0.17,True,cGEP15
15,SF3A1,1.09,True,cGEP15
15,RPL27,0.24,True,cGEP15
15,METAP2,0.19,True,cGEP15
15,NPEPPS,0.31,True,cGEP15
15,DHX8,0.39,True,cGEP15
15,CPSF3,0.47,True,cGEP15
15,POLR2B,0.52,True,cGEP15
15,RPS6,0.28,True,cGEP15
15,PSMA3,0.36,True,cGEP15
15,MAP1LC3A,0.15,True,cGEP15
15,SEC61A1,0.52,True,cGEP15
15,PDS5B,0.15,True,cGEP15
15,ALDH2,0.17,True,cGEP15
15,CFDP1,-0.16,True,cGEP15
15,RPL10A,0.22,True,cGEP15
15,KDELR2,0.17,True,cGEP15
15,NOTCH2,0.21,True,cGEP15
16,UBE2H,0.13,True,cGEP16
16,ACVR1,-0.29,True,cGEP16
16,TAF6,0.14,True,cGEP16
16,SMAD3,0.23,True,cGEP16
16,ZSWIM8,0.14,True,cGEP16
16,MYOCD,0.23,True,cGEP16
16,ATP6V1B2,-0.13,True,cGEP16
16,DNAJC17,0.14,True,cGEP16
16,SLC39A13,0.13,True,cGEP16
16,ESYT1,-0.18,True,cGEP16
16,ARNT,-0.24,True,cGEP16
16,STT3B,-0.14,True,cGEP16
16,ABCF1,0.17,True,cGEP16
16,CDKN1A,0.16,True,cGEP16
16,SF3A3,0.3,True,cGEP16
16,MAP4,0.16,True,cGEP16
16,RELA,-0.13,True,cGEP16
16,XPO6,0.23,True,cGEP16
16,PRPF6,0.34,True,cGEP16
16,ZNF469,0.13,True,cGEP16
16,INO80,-0.31,True,cGEP16
16,SMAD4,0.4,True,cGEP16
16,SNRPD2,0.17,True,cGEP16
16,PRKAR1A,0.84,True,cGEP16
16,SYMPK,-0.17,True,cGEP16
16,COL4A1,-0.14,True,cGEP16
16,GALNT2,-0.13,True,cGEP16
16,LAMTOR4,0.13,True,cGEP16
16,PSMA5,-0.22,True,cGEP16
16,PPP2R2A,-0.41,True,cGEP16
16,SF3B4,0.2,True,cGEP16
16,NSRP1,0.48,True,cGEP16
16,COPS6,0.19,True,cGEP16
16,VPS18,-0.17,True,cGEP16
16,MED1,0.24,True,cGEP16
16,SMURF2,-0.43,True,cGEP16
16,TARS2,0.26,True,cGEP16
16,SRF,0.41,True,cGEP16
16,KPNB1,0.27,True,cGEP16
16,STARD3,-0.14,True,cGEP16
16,EPAS1,0.13,True,cGEP16
16,HNRNPU,-0.26,True,cGEP16
16,GIGYF2,0.19,True,cGEP16
16,CTR9,0.42,True,cGEP16
16,DDX5,0.16,True,cGEP16
16,SF3A2,0.31,True,cGEP16
16,FOXC2,-0.16,True,cGEP16
16,RPS25,0.16,True,cGEP16
16,PPP1R10,-0.16,True,cGEP16
16,SRSF3,-0.43,True,cGEP16
16,CIRBP,0.13,True,cGEP16
16,UBA52,0.28,True,cGEP16
16,ZC3H18,0.17,True,cGEP16
16,SF3A1,0.45,True,cGEP16
16,TEAD3,0.16,True,cGEP16
16,DHX8,0.31,True,cGEP16
16,SERPINH1,0.14,True,cGEP16
16,PSMA3,-0.3,True,cGEP16
16,SEC61A1,-0.19,True,cGEP16
16,TOP1,0.14,True,cGEP16
16,RPL10A,0.21,True,cGEP16
17,UBE2H,0.1,True,cGEP17
17,ACVR1,0.2,True,cGEP17
17,SSBP4,-0.1,True,cGEP17
17,ENG,0.11,True,cGEP17
17,TAF6,-0.12,True,cGEP17
17,PLD3,-0.11,True,cGEP17
17,SMAD3,-0.15,True,cGEP17
17,ZSWIM8,-0.1,True,cGEP17
17,BICC1,-0.12,True,cGEP17
17,EPB41L2,-0.16,True,cGEP17
17,MYOCD,0.32,True,cGEP17
17,RAI14,-0.16,True,cGEP17
17,ZFP36L2,0.18,True,cGEP17
17,ATP6V1B2,0.11,True,cGEP17
17,HEXIM1,0.2,True,cGEP17
17,RPS28,-0.2,True,cGEP17
17,ADAM10,-0.09,True,cGEP17
17,HIC1,-0.1,True,cGEP17
17,MBTPS1,-0.09,True,cGEP17
17,RBMX,-0.1,True,cGEP17
17,SF3A3,-0.11,True,cGEP17
17,BROX,-0.1,True,cGEP17
17,DGCR8,0.26,True,cGEP17
17,RPS7,-0.15,True,cGEP17
17,RELA,0.26,True,cGEP17
17,EXOSC5,0.12,True,cGEP17
17,XPO6,0.11,True,cGEP17
17,PRPF6,-0.2,True,cGEP17
17,ZNF469,0.08,True,cGEP17
17,SMAD4,-0.11,True,cGEP17
17,MARK3,0.09,True,cGEP17
17,ITGB1BP1,-0.15,True,cGEP17
17,ATP6AP1,0.15,True,cGEP17
17,COG2,0.1,True,cGEP17
17,PRKAR1A,-0.17,True,cGEP17
17,PDGFRB,0.12,True,cGEP17
17,INTS8,0.26,True,cGEP17
17,LTBP2,-0.15,True,cGEP17
17,LAMTOR4,-0.15,True,cGEP17
17,PPP2R2A,0.18,True,cGEP17
17,EDNRA,0.17,True,cGEP17
17,MRC2,0.16,True,cGEP17
17,NSRP1,-0.35,True,cGEP17
17,ANKRD52,0.26,True,cGEP17
17,STAG1,-0.09,True,cGEP17
17,COL6A3,-0.19,True,cGEP17
17,SRM,0.09,True,cGEP17
17,VPS18,0.12,True,cGEP17
17,MED1,-0.35,True,cGEP17
17,SPCS3,-0.12,True,cGEP17
17,TCF12,-0.11,True,cGEP17
17,RCCD1,-0.12,True,cGEP17
17,LPAR1,0.14,True,cGEP17
17,SMURF2,0.27,True,cGEP17
17,TARS2,-0.25,True,cGEP17
17,COL3A1,-0.13,True,cGEP17
17,SRF,0.42,True,cGEP17
17,XPO7,0.09,True,cGEP17
17,IGFBP4,-0.1,True,cGEP17
17,KPNB1,0.11,True,cGEP17
17,STARD3,0.09,True,cGEP17
17,EPAS1,-0.1,True,cGEP17
17,SWAP70,0.11,True,cGEP17
17,EIF4G2,-0.11,True,cGEP17
17,HNRNPU,0.22,True,cGEP17
17,CTR9,-0.24,True,cGEP17
17,DDX5,-0.11,True,cGEP17
17,NELFE,-0.12,True,cGEP17
17,FOXC2,0.27,True,cGEP17
17,MBD6,-0.08,True,cGEP17
17,RPS25,-0.16,True,cGEP17
17,AXL,0.18,True,cGEP17
17,SNRPD3,-0.1,True,cGEP17
17,SRSF3,0.23,True,cGEP17
17,USP39,-0.15,True,cGEP17
17,LRP1,-0.11,True,cGEP17
17,LTBP4,0.14,True,cGEP17
17,ZC3H18,-0.11,True,cGEP17
17,SF3A1,-0.25,True,cGEP17
17,MRAS,0.1,True,cGEP17
17,FN1,-0.16,True,cGEP17
17,CAST,-0.11,True,cGEP17
17,ARHGEF12,0.11,True,cGEP17
17,METAP2,-0.11,True,cGEP17
17,AIDA,-0.11,True,cGEP17
17,DHX8,-0.21,True,cGEP17
17,SOX17,0.28,True,cGEP17
17,SERPINH1,-0.2,True,cGEP17
17,TAOK1,-0.18,True,cGEP17
17,PCID2,0.11,True,cGEP17
17,POLR2B,-0.16,True,cGEP17
17,C1R,0.09,True,cGEP17
17,INTS10,0.15,True,cGEP17
17,DUSP6,-0.1,True,cGEP17
17,YY1,-0.21,True,cGEP17
17,RNF41,-0.09,True,cGEP17
17,FGFR1,0.15,True,cGEP17
17,ID2,0.16,True,cGEP17
17,CDK12,0.12,True,cGEP17
17,MAPKAPK2,-0.16,True,cGEP17
17,PLCG1,0.15,True,cGEP17
17,ABHD2,-0.1,True,cGEP17
17,RPL10A,-0.17,True,cGEP17
17,NOTCH2,-0.19,True,cGEP17
18,UBE2H,0.52,True,cGEP18
18,EIF2B2,0.16,True,cGEP18
18,IRS1,-0.16,True,cGEP18
18,MYOCD,0.26,True,cGEP18
18,ZFP36L2,-0.14,True,cGEP18
18,DNAJC17,-0.18,True,cGEP18
18,TRIP12,0.12,True,cGEP18
18,ADAM10,0.23,True,cGEP18
18,TP53INP2,0.13,True,cGEP18
18,FKBP8,-0.13,True,cGEP18
18,ESYT1,-0.29,True,cGEP18
18,ARNT,0.31,True,cGEP18
18,RBMX,0.14,True,cGEP18
18,CCT6A,-0.14,True,cGEP18
18,REST,0.15,True,cGEP18
18,DGCR8,-0.13,True,cGEP18
18,RPS7,0.23,True,cGEP18
18,ANAPC7,-0.14,True,cGEP18
18,DYNLRB1,0.21,True,cGEP18
18,XPO6,0.19,True,cGEP18
18,PRPF6,-0.34,True,cGEP18
18,THBS2,0.15,True,cGEP18
18,INO80,-0.41,True,cGEP18
18,SMAD4,0.18,True,cGEP18
18,DNTTIP1,0.19,True,cGEP18
18,SNRPD2,0.22,True,cGEP18
18,SYMPK,-0.29,True,cGEP18
18,INTS8,0.25,True,cGEP18
18,LAMTOR4,0.14,True,cGEP18
18,PSMA5,0.22,True,cGEP18
18,EHBP1,0.13,True,cGEP18
18,NSRP1,-0.96,True,cGEP18
18,ILF3,0.13,True,cGEP18
18,COL6A3,0.12,True,cGEP18
18,VPS18,0.15,True,cGEP18
18,MED1,0.36,True,cGEP18
18,PSMD13,0.24,True,cGEP18
18,SMURF2,-0.12,True,cGEP18
18,TARS2,0.16,True,cGEP18
18,IP6K1,0.21,True,cGEP18
18,SRF,0.44,True,cGEP18
18,KPNB1,-0.28,True,cGEP18
18,EPAS1,0.13,True,cGEP18
18,TXNL4A,0.16,True,cGEP18
18,HNRNPU,-0.31,True,cGEP18
18,GIGYF2,0.12,True,cGEP18
18,CTR9,-0.26,True,cGEP18
18,FOXC2,-0.16,True,cGEP18
18,MRPL14,0.16,True,cGEP18
18,MBD6,-0.17,True,cGEP18
18,TNFRSF1A,-0.13,True,cGEP18
18,ZFYVE19,-0.16,True,cGEP18
18,DHDDS,0.17,True,cGEP18
18,PPP1R10,-0.6,True,cGEP18
18,MDM2,0.18,True,cGEP18
18,UBA52,0.36,True,cGEP18
18,ZC3H18,-0.36,True,cGEP18
18,DHX8,-0.63,True,cGEP18
18,SOX17,0.29,True,cGEP18
18,SPOP,0.13,True,cGEP18
18,TAOK1,0.21,True,cGEP18
18,PSMA3,0.22,True,cGEP18
18,YY1,-0.26,True,cGEP18
18,SEC61A1,0.18,True,cGEP18
18,SETD5,-0.28,True,cGEP18
18,PLCG1,-0.15,True,cGEP18
18,TOP1,0.46,True,cGEP18
18,WWTR1,-0.19,True,cGEP18
18,SNRPC,0.15,True,cGEP18
18,CFDP1,0.12,True,cGEP18
