target_name	program_name	log2FC	p-value	adj_pval
Ppara_2	1	-0.0742123876854839	0.3580849946875873	0.6004088904610089
Ppard_1	1	0.010272392748572442	0.3580690114564854	0.6004088904610089
Ppard_2	1	0.011343661309438681	0.48621114167703317	0.6647322772965268
Pparg_1	1	0.000574799997186904	0.4577138925931262	0.6512416618400749
Pparg_2	1	0.019419984358975254	0.2717290203114384	0.546589826927043
Ppargc1a	1	-0.0021801344819660775	0.5935820287403925	0.7044002373352447
Ppm1g	1	-0.05659857801705316	0.6023692455518712	0.7073761522545688
Ppp1r3b_1	1	-0.07452225952743427	0.394780665383449	0.6193480044916015
Ppp1r3b_2	1	-0.11202078179306721	0.15539112053715712	0.43703161597721907
Ppp2r5a_1	1	-0.06376895051335928	0.44158679037029946	0.642306071680555
Ppp2r5a_2	1	-0.010875087689774304	0.5192176439771682	0.6756400823589935
Prkaa2	1	-0.05289277267753256	0.6173279335515869	0.7111497704437902
Prkca	1	-0.03645018487473888	0.9320121027790403	0.7849175964677994
