Name,Score,program_id,UniquenessScore
Zfp445,0.0007128487291322,2,0.0016555111349611143
Rdh7,0.0007125472456393,2,0.0010929978529677395
Rorc,0.0007122363531928,2,0.0020179175399877773
Srsf7,0.0007110762012056,2,0.0015217501178675706
Hs6st1,0.0007090845418626,2,0.002008987786069107
Trp53inp1,0.0007075397811152,2,0.0011527524948647726
Zkscan3,0.0007043287517926,2,0.0022810943516705278
Gramd1c,0.0007041261610566,2,0.0015068765721097553
Onecut2,0.0007040365771071,2,0.001994685824963499
Nlrc5,0.0007029629062716,2,0.0013021573041719105
Acsm5,0.0007005328121326,2,0.0016269088005571295
Paqr9,0.000700418052942,2,0.001141149486612056
Saa1,0.0006971127068418,2,0.0014918673160554314
Rabgap1l,0.0006962131922871,2,0.0014899422953933456
Usp40,0.0006942671727592,2,0.0019670070182015477
Hnrnpu,0.0006927618586398,2,0.0022436329040580664
Chkb,0.0006911137079038,2,0.0012802080376237675
Tctn1,0.0006904946115613,2,0.0022362900197991963
Maff,0.0006898881257025,2,0.0019546002436462554
Cyp4a32,0.0006888568417764,2,0.0014741992185785778
Nfat5,0.0006884733215122,2,0.0022297437112716017
H6pd,0.0006881323311138,2,0.0013665726511721474
Scd1,0.0006877123672325,2,0.0013657386383976917
Rabep1,0.0006875350287117,2,0.002226704882596801
Prpf39,0.000686491361183,2,0.001363313823578336
Fam120b,0.0006859762729329,2,0.0022216565738438147
Mst1,0.0006858954917735,2,0.0009375342750149007
Tcam1,0.0006856604926495,2,0.002220633863044349
Pprc1,0.0006853123678915,2,0.00221950639889195
Slc25a42,0.0006852823476755,2,0.001744407645886488
Albfm1,0.000684668692284,2,0.0017428455668974361
Ppfibp2,0.0006838970266073,2,0.0022149225635723522
Pex11a,0.0006832127007341,2,0.0011851014717479283
Utp14b,0.0006821165341067,2,0.0012635418160176573
Islr,0.0006816986375004,2,0.0022078026881423626
Bclaf1,0.0006810935252174,2,0.0019296832641962265
Nt5m,0.0006808599234672,2,0.0022050863630755095
Mrtfb,0.0006807227484068,2,0.0014567917205875777
Yars,0.0006807008738907,2,0.0022045712526392734
Aldh3b3,0.0006805452351626,2,0.0019281298414965539
Tardbp,0.000679058445886,2,0.00219925195645122
Cep85l,0.0006777560138259,2,0.0019202273823858893
Cep85,0.0006776230398617,2,0.0015737034267605458
Slc17a2,0.0006759429860657,2,0.0015698016904552887
Ikbkg,0.0006753041794252,2,0.00191328081244441
Hnrnph3,0.0006749550620697,2,0.0021859624157044093
Tlr5,0.0006748110151198,2,0.0021854958939516683
Agmo,0.0006726433280315,2,0.0010958977788080128
Golgb1,0.0006718016632729,2,0.0019033574369439412
Hgfac,0.0006699074268424,2,0.0014336462168602737
Lrrc28,0.0006695737911764,2,0.001329716959356175
Areg,0.0006694244621591,2,0.0017040409024029687
Chd3,0.0006691827102448,2,0.0010264796755820322
Prpf38b,0.0006683929116381,2,0.0014304050541174506
Phf11c,0.000666318407021,2,0.0016961343419176075
Rgs16,0.0006658441330181,2,0.0010848202546546496
Sec24a,0.0006652003313652,2,0.002154369979565079
Luc7l,0.0006634602902739,2,0.002148734545976805
Rtp3,0.0006633589058355,2,0.0016886008391015668
Safb2,0.0006622310909337,2,0.0013151349772522567
Slc19a2,0.000661167129844,2,0.0013130220404501999
Fads6,0.0006595767865045,2,0.001309863752987937
Lnpep,0.0006578380777555,2,0.0021305260074399738
Nr3c2,0.0006575045969798,2,0.002129445970437503
Kansl2,0.0006559084911958,2,0.002124276697027488
Synj2,0.0006554828779016,2,0.0021228982724226073
Hmgb1,0.0006545227543622,2,0.002119788741004137
Slc3a2,0.000653184584421,2,0.002115454838850238
G6pc,0.0006520503811238,2,0.0010623469148734748
Zbtb16,0.0006515559036352,2,0.0012069317903199612
Ncor1,0.0006512075568066,2,0.002109051882116147
Cep63,0.000650950139389,2,0.002108218189872554
Aspdh,0.000650554682972,2,0.0021069374336960462
Josd2,0.0006503982407523,2,0.0018427169746501038
Plin4,0.0006501769319336,2,0.001655045712312807
Nr6a1,0.0006494867020305,2,0.002103478586833488
Rbm25,0.0006494564392686,2,0.0016532116757030878
Cyth1,0.00064864061194,2,0.0012881454345881893
