Name,Score,RowID
Synj1,0.0006368648691651,2
Aacs,0.0006367966607833,2
F12,0.0006367511966163,2
Ccdc141,0.0006356958191165,2
Zbtb20,0.0006354641933323,2
Pan2,0.0006353291546407,2
Cfap54,0.0006352390564077,2
Coq3,0.0006352243990396,2
Sec16a,0.0006352226406104,2
Pcsk9,0.0006349980939803,2
Rbm26,0.0006349109501269,2
Cdk12,0.000634210176605,2
Cyp8b1,0.0006341948616956,2
Grpel2,0.0006337433192183,2
Als2cl,0.0006334674422573,2
Wsb1,0.0006332116308711,2
Phf12,0.0006327593872216,2
Pcf11,0.0006318774221928,2
Tnrc6a,0.0006299232571454,2
Nsmce2,0.0006297782894566,2
Fam193a,0.0006294686632597,2
Slc22a23,0.0006294435907525,2
Lrp1,0.0006291686822637,2
Glt1d1,0.0006290724108311,2
Ccdc159,0.0006288111208031,2
Per2,0.000628520754903,2
Pfkfb1,0.0006273034097003,2
Ttc6,0.0006261330086811,2
Supt20,0.000624350784072,2
Abcc6,0.0006217020041556,2
Epc1,0.0006215551107075,2
Clasrp,0.0006208048879486,2
Pnpla3,0.0006206779024612,2
Mbnl3,0.0006205690001732,2
Npc1,0.000620243420549,2
Akap8,0.0006201378766728,2
Prox1,0.0006200613026169,2
Brwd1,0.0006189768993081,2
Khdc4,0.0006182032761285,2
Scap,0.0006180547654814,2
G0s2,0.0006175882862915,2
Slc22a15,0.0006173084432989,2
Wdfy3,0.0006162551219853,2
Ing4,0.0006145306623132,2
Gpam,0.0006141427617934,2
Clstn3,0.0006138864007781,2
Ggnbp1,0.0006135144760557,2
Zcchc7,0.0006127557314402,2
Saa2,0.0006125118308322,2
Uspl1,0.000612194725417,2
Slc12a7,0.0006117852394123,2
Clec2d,0.0006114493595712,2
Pwwp2a,0.0006114066616926,2
Rnf169,0.0006111487665058,2
Dusp1,0.0006108341380782,2
Ppcdc,0.0006091218105099,2
Mtus2,0.0006077346057387,2
Spag16,0.0006069062985307,2
