target_name	program_name	log2FC	p-value	adj_pval
Trib1_2	1	-0.45607847728439044	0.018003329013686335	0.24091912901879312
Trp53	1	0.04010742799106482	0.36890768131161966	0.7451269750585651
Tsc1	1	-0.13835582718637057	0.8262606026814943	0.8863399175871693
Tsen34_1	1	-0.045951556101161424	0.46618280612073726	0.7863114115723557
Tsen34_2	1	-0.2380035937342093	0.5544809270548543	0.8192855195127459
Tspan4	1	-0.3927791043447289	0.09324807032523263	0.4982390994028924
Ugt2b1	1	-0.17613055269384623	0.8349866209053698	0.8889244628048185
Ulk1	1	-0.1265434747634565	0.9897552333552843	0.9158738026391923
Ulk2	1	-0.2027941431622512	0.5359757884881553	0.8123250621358185
Usp20	1	-0.07459697382312264	0.8525736515076978	0.8927349139581335
Vkorc1l1_1	1	-0.15252608334195025	0.8710954559220914	0.8964304399388432
Vkorc1l1_2	1	-0.1660374973083461	0.9475727696364629	0.909062713574163
Vti1a	1	-0.17112045528068057	0.8982299249471117	0.900804287151504
Washc5	1	-0.03500643933753319	0.672038345688977	0.8501257290147841
Xbp1	1	-0.08048226436301513	0.7562167959886498	0.8713959355970663
Yy1	1	0.23851359148106585	0.006630118126045383	0.13536787873025286
Zdhhc6	1	-0.05402121716377461	0.5219841516245718	0.8088111313359388
4930579F01Rik_1	2	0.327647841879569	0.3593569321566439	0.7399058488201086
4930579F01Rik_2	2	0.057140392403653824	0.2508678591266355	0.6782274180576958
Aars	2	0.21866249505398613	0.554913091527333	0.8193926893515098
Abca1_1	2	0.10120872491793238	0.4152908668032307	0.7664006240935174
Abca1_2	2	-0.004973946490162025	0.04629247469920266	0.3770513785639536
Abcb1a	2	0.21193159080620796	0.7955717791451533	0.8792412468528538
Abcg5	2	0.20926150680808073	0.8838868208807655	0.8978477084231532
Abcg8	2	0.20972181394337666	0.56056826686058	0.8214750639795946
Acaca	2	0.1658605965736874	0.646822220616149	0.8450109105977928
Acacb_1	2	0.0896572648384185	0.33008224794771635	0.7247844396353288
Acacb_2	2	0.17225146283088183	0.9868659773580444	0.9147874593189158
Acly	2	0.07717861855590054	0.40300732706940257	0.7615198715463664
Acsl3	2	0.16253281739128647	0.6204878048780488	0.835996852820947
Acsl5_1	2	0.28938865762978505	0.44008919109608696	0.7771438536318167
Acsl5_2	2	0.16739665825892117	0.837964333461741	0.8894037909029299
Acvr2a	2	-0.04185241307371665	0.0863766818496421	0.48242260122227976
Adh1	2	0.07570620040167371	0.23524090239007273	0.6673506217434549
Adh4	2	-0.13324598085388656	0.0058819629882466765	0.12469462511053274
Adh5	2	0.11823568417473751	0.3022950173894505	0.7118158645402822
Adh6-ps1	2	0.3083460541771154	0.4535346713944616	0.781589970059075
Agtr1a	2	0.36868208271648006	0.1254228985595931	0.5508023053631994
Akt2_1	2	0.028148885271040872	0.09656294092383164	0.5027593013657503
Akt2_2	2	0.16353206470204262	0.776947044212287	0.8762851304378222
Alkbh5	2	0.09200908207798876	0.3102439024390244	0.7160562179227962
Angptl3	2	0.18544031233732963	0.8712084559475559	0.8964304399388432
Ap2a2	2	0.08161091393425342	0.5922277405400587	0.8298432459242205
Apeh	2	0.2634133987492415	0.6892484390835115	0.8545286003677033
Apoa1	2	0.14451155844509658	0.7629268292682927	0.8730580620589761
Apoa5_1	2	0.14350325368706657	0.5807407524370809	0.8285869752997572
Apoa5_2	2	0.2374917754271475	0.5197581799353937	0.8079843488226846
Apob	2	0.2550229992271233	0.8874046605544246	0.8979616939139081
Apoc1	2	0.1552297443315345	0.7662879184163404	0.8731709455197121
Apoc2	2	0.20456270977349547	0.8857877238026424	0.8978477084231532
Apoc3	2	0.3309705712548543	0.6369114928249797	0.8397992680198021
